Known Planet Name,X,Y,RA,Dec,Rand. Dist.,Region,Sector,Grid,Link,technicalId,Source : http://www.swgalaxymap.com/,url,title,is_character,side_bar,paragraph,crosslinks,Empire,Rebel
Botor,-57.93,-4056.06,0.08733387774,24.58526757,383000583,Core,,K12,http://starwars.wikia.com/wiki/Botor,71.0,,https://starwars.fandom.com/wiki/Botor,Botor,False,"{'Astrographical information': {'Region': 'Core Worlds', 'Grid coordinates': 'K-12'}, 'Physical information': {'Points of interest': 'Flesh Mongers lair'}, 'Societal information': {'Immigrated species': ""Lo's species"", 'Major cities': 'Flesh Mongers city', 'Affiliation': 'Flesh Mongers'}}","Botor was a planet located in the galaxy's Core Worlds that was home to the pirate faction known as the Flesh Mongers during the Republic Era. The youngling Lo was from Botor.
","['Pirate', 'Lo%27s_species', 'Republic_Era', 'Core_Worlds', 'Flesh_Mongers_lair', 'Youngling', 'Standard_Galactic_Grid', 'Planet', 'Lo', 'Canon', 'Flesh_Mongers_city', 'Flesh_Mongers', 'The_galaxy']",0,0
Boz Pity,10564.2,897.09,0.08722794159,24.58600855,382999789,Mid Rim,Halla Sector,S9,http://starwars.wikia.com/wiki/Boz_Pity,1839.0,,https://starwars.fandom.com/wiki/Boz_Pity,Boz Pity,False,"{'Astrographical information': {'Region': 'Mid Rim', 'System': 'Boz Pity system', 'Grid coordinates': 'S-9'}, 'Societal information': {'Affiliation': 'Confederacy of Independent Systems'}}","Boz Pity was an planet located in the Boz Pity system of the galaxy's Mid Rim. A largely-uninhabited world, the Confederacy of Independent Systems established a presence on it during the Clone Wars, enabling them to frequently strike at nearby Republic targets. It was then subject to a siege by Republic forces; after the conclusion of the Siege of Saleucami during the Outer Rim Sieges, Jedi General Quinlan Vos moved his troops to support the siege.
","['Siege_of_Boz_Pity', 'Galactic_Empire', 'Standard_Galactic_Grid', 'Obi-Wan_Kenobi', 'Planet', 'Boz_Pity_system', 'Galactic_Republic', 'The_galaxy', 'Alliance_to_Restore_the_Republic', 'New_Republic', 'Sexes', 'Republic_Military', 'Siege_of_Saleucami', 'Quinlan_Vos', 'Light_freighter', 'Jedi_General', 'Spectres', 'Nath_Tensent', 'Canon', 'Ghost', 'Lothal', 'Imperial_Era', 'Confederacy_of_Independent_Systems', 'Clone_Wars', 'Freighter', 'Outer_Rim_Sieges', 'Pilot', 'Death', 'Mid_Rim']",0,1
Brentaal,907.48,538.41,0.08732424956,24.58595489,383000045,Core,,L9,http://starwars.wikia.com/wiki/Brentaal,93.0,,https://starwars.fandom.com/wiki/Brentaal,Brentaal,False,"{'Technical specifications': {'Communication systems': 'Equipped'}, 'Usage': {'Affiliation': 'Galactic Empire', 'Navy': 'Imperial Navy'}}","The Brentaal was a starship used by the Imperial Navy during the Imperial Era. It shared its name with the Core world Brentaal IV. In 14 BBY, the vessel was attached to Rampart Station, an Imperial marshaling depot for supply ships bound for the planet Geonosis, where the Imperial battle station later known as the Death Star was being constructed.
","['Attack_on_Sentinel_Base', 'Thon_(Human)', 'Core_Worlds', 'Berch_Teller%27s_rebel_cell', 'Galactic_Empire', 'Planet', 'Wilhuff_Tarkin', 'Sentinel_Base', '14_BBY', 'Geonosis', 'Moff', 'Proclamation_of_the_New_Order', 'Sexes', 'Imperial_Navy', 'Distress_signal', 'Starship', 'Rampart_Station', 'Berch_Teller%27s_warship', 'Canon', 'Commanding_officer', 'Starfighter', 'Brentaal_IV', 'DS-1_Death_Star_Mobile_Battle_Station', 'Standard_year', 'Battle_station', '19_BBY', 'Lieutenant', 'Imperial_Era', 'Holovid', 'Space_station']",0,0
Brigia,12165.61,5143.64,0.08721197048,24.58664382,382999844,Outer Rim,Tion Hegemony Sector,T6,http://starwars.wikia.com/wiki/Brigia,784.0,,https://starwars.fandom.com/wiki/Brigia,Brigia,False,"{'General information': {'Location': 'Outer Rim Territories'}, 'Chronological and political information': {'Affiliation': 'Alliance to Restore the Republic'}}","Brigia was a location in the galaxy that served as an Alliance to Restore the Republic regional headquarters and operations sector during the early rebellion against the Galactic Empire. Brigia was included in a map of the galaxy that listed safe worlds, starfighter hubs at level five or higher, regional headquarters and operations sectors, and deep space caches.
","['Safe_world', 'Alliance_to_Restore_the_Republic', 'Outer_Rim_Territories', 'Galaxy', 'Early_rebellion_against_the_Galactic_Empire', 'Canon', 'Starfighter', 'The_galaxy']",1,1
Broest,979.89,-366.75,0.0873235274,24.58581948,382999998,Core,,L10,http://starwars.wikia.com/wiki/Broest,105.0,,https://starwars.fandom.com/wiki/Broest,Broest,False,{},"Broest was a location from which ruica seeds were transported across the galaxy to the planet Alderaan for farmers to grow. When, during her childhood, Princess Leia Organa would not eat ruica, her adoptive father Bail Organa told her about the seeds being brought to Alderaan from Broest in order to convince her.
","['Ruica', 'Sexes', 'Planet', 'Parent', 'Alderaan', 'Canon', 'Farmer', 'Leia_Skywalker_Organa_Solo', 'Prince', 'Plant', 'The_galaxy']",0,0
Bunduki,-5625.18,-9455.16,0.0873894008,24.58445988,382999446,Outer Rim,Pacanth Reach Sector,H16,http://starwars.wikia.com/wiki/Bunduki,313.0,,https://starwars.fandom.com/wiki/Bunduki,Bunduki,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Grid coordinates': 'H-16'}}","Bunduki was an astronomical object located in the galaxy's Outer Rim Territories.
","['Outer_Rim_Territories', 'Standard_Galactic_Grid', 'Canon', 'The_galaxy']",0,0
Burnin Konn,-1225.6,-12883.49,0.0873455231,24.58394701,383000242,Outer Rim,Anoat Sector,K18,http://starwars.wikia.com/wiki/Burnin_Konn,420.0,,https://starwars.fandom.com/wiki/Burnin_Konn,Burnin Konn,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Sector': 'Anoat sector', 'System': 'Burnin Konn system'}, 'Physical information': {'Climate': 'Mostly uninhabitable', 'Primary terrain': 'Inhospitable', 'Points of interest': ['Carbon Score Cantina', ""Drifter's Gorge"", 'Konn-Nevos Spaceport', 'Longstar Marketplace']}, 'Societal information': {'Immigrated species': ['Human', 'Nothoiin'], 'Major cities': ['Arcis', 'Ashheap'], 'Major exports': ['Chromium', 'Dolovite'], 'Affiliation': ['Noble Court', 'Galactic Empire', 'Uprising']}}","Burnin Konn was a planet in the Anoat sector that served as a mining colony for chromium and other ores. The surface was almost entirely uninhabitable, with the planet's population being contained to areas like the Konn-Nevos Spaceport, Longstar Marketplace, and the Carbon Score Cantina. Imperial Governor Ubrik Adelhard's Iron Blockade of the Anoat sector forced the citizenry of Burnin Konn to resort to acquiring much-needed goods from local crime bosses. Three months after the Battle of Endor, Burnin Konn was one of dozens of worlds targeted by the remnants of the Empire during Operation: Cinder.
","['Anoat_sector', 'Uprising', 'Longstar_Marketplace', 'Dolovite', 'Battle_of_Endor', 'Standard_century', 'Konn-Nevos_Spaceport', 'Galactic_Empire', 'Planet', 'City', 'Ore', 'Migs_Mayfeld', 'Operation:_Cinder', 'Morak', 'Chromium', 'Arcis', 'Mining', 'Carbon', 'Valin_Hess', 'Noble_Court', 'Standard_month', 'Ubrik_Adelhard', 'Iron_Blockade', 'Nothoiin_(species)', 'Ashheap', 'Outer_Rim_Territories', 'Human', 'Sector', 'Canon', 'Burnin_Konn_system', 'Carbon_Score_Cantina', 'Time', 'Plant', 'Sentience', 'Governor', 'Galactic_Civil_War', 'Dapp', 'Mining_Worlds', 'Drifter%27s_Gorge']",1,0
Byblos,2874.69,-3961.87,0.08730463027,24.58528166,382999912,Colonies,,M12,http://starwars.wikia.com/wiki/Byblos,238.0,,https://starwars.fandom.com/wiki/Byblos,Byblos,False,"{'Astrographical information': {'Region': 'Colonies', 'Grid coordinates': 'M-12', 'Trade routes': ['Corellian Run', 'Herglic Alley']}, 'Physical information': {'Points of interest': 'University of Byblos'}}","Byblos was an astronomical object located in the galaxy's Colonies region that was situated along the Corellian Run. The former pirate Queen Maz Kanata marked it as the location of an outlaw garage on a map that she included in the book that became known as the Smuggler's Guide. Around 10 BBY, the crime lord Dryden Vos owned a storehouse on Byblos which contained items he had collected.
","['Pirate', 'Book', 'Collector', 'Corellian_Run', 'Maz_Kanata', 'Sexes', 'Crime_lord', '10_BBY', 'Standard_Galactic_Grid', 'Dryden_Vos', 'Smuggler%27s_Guide', 'Canon', 'Queen', 'Herglic_Alley', 'Colonies', 'The_galaxy']",0,0
Byss,-721.1,-2731.02,0.08734049164,24.58546579,382999616,Deep Core,,K11,http://starwars.wikia.com/wiki/Byss,6.0,,https://starwars.fandom.com/wiki/Byss,Byss,False,"{'Astrographical information': {'Region': 'Deep Core', 'Orbital position': 'K-11'}}","Byss was an astronomical object located within the galaxy's Deep Core. It was connected via hyperspace route to Prakith.
","['Deep_Core', 'Standard_Galactic_Grid', 'Planet', 'Hyperspace_route', 'Prakith', 'Canon', 'Byss_(Abyssin)', 'The_galaxy']",0,0
Caamas,1705.44,106.3,0.08731629138,24.58589025,382999511,Core,,M9,http://starwars.wikia.com/wiki/Caamas,127.0,,https://starwars.fandom.com/wiki/Caamas,Caamas,False,"{'Astrographical information': {'Region': 'Core Worlds', 'System': 'Cirius system', 'Moons': 'At least 2', 'Grid coordinates': 'L-9'}}","Caamas was an astronomical body located in the Cirius system within the galaxy's Core Worlds.
","['Cirius_system', 'Core_Worlds', 'Standard_Galactic_Grid', 'Canon', 'The_galaxy']",0,0
Cadinth,10928.35,5409.59,0.08722430986,24.58668361,383000239,Outer Rim,Allied Tion Sector,S6,http://starwars.wikia.com/wiki/Cadinth,797.0,,https://starwars.fandom.com/wiki/Cadinth,Cadinth,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Sector': 'Tion Cluster', 'Grid coordinates': 'S-6'}}","Cadinth was an astronomical object located in the Outer Rim Territories of the galaxy.
","['Outer_Rim_Territories', 'Standard_Galactic_Grid', 'Tion_Cluster', 'Canon', 'The_galaxy']",0,0
Caluula,12210.12,4970.36,0.08721152657,24.5866179,383000539,Outer Rim,Tion Hegemony Sector,T6,http://starwars.wikia.com/wiki/Caluula,782.0,,https://starwars.fandom.com/wiki/Caluula,Caluula,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Sector': 'Tion Cluster', 'Grid coordinates': 'T-6'}}","Caluula was an astronomical object in the Outer Rim Territories of the galaxy, within the Tion Cluster. It was positioned at the coordinates T-6 on the Standard Galactic Grid.
","['Outer_Rim_Territories', 'Standard_Galactic_Grid', 'Tion_Cluster', 'Canon', 'The_galaxy']",0,0
Cantonica,11114.02,8366.03,0.08722245815,24.58712588,382999795,Outer Rim,Wyl Sector,S4,http://starwars.wikia.com/wiki/Cantonica,2132.0,,https://starwars.fandom.com/wiki/Cantonica,Cantonica,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Sector': 'Corporate Sector', 'System': 'Cantonica system', 'Moons': 'At least 2'}, 'Physical information': {'Class': 'Terrestrial', 'Atmosphere': 'Breathable', 'Primary terrain': 'Desert', 'Surface water': 'Artificial ocean', 'Points of interest': 'Sea of Cantonica', 'Flora': ['Cantonican cactus', 'Chinar tree'], 'Fauna': ['Fathier', 'Tentacled creature']}, 'Societal information': {'Immigrated species': ['Bufopel', 'Caskadag', 'Cloddogran', 'Dor Namethian', 'Heptooinian', 'Human', 'Ongidae', 'Palandag', 'Suerton', 'Unidentified horse-like species', 'Unidentified species', 'Wermal', 'Whippomorn', ""Xi'Dec""], 'Primary language(s)': 'Cantonican', 'Demonym': 'Cantonican', 'Major cities': ['Canto Bight']}}","Cantonica was a desert planet in the Cantonica system within the Corporate Sector of the galaxy's Outer Rim Territories. The planet was home to the casino city Canto Bight, which was a destination for wealthy tourists, gamblers, and war profiteers. During the First Order/Resistance War in 34 ABY, the Resistance operatives Finn, Rose Tico, and BB-8 traveled to Cantonica on a mission to recruit the Master Codebreaker to disable the First Order's hyperspace tracker.
","['Cantonican_cactus', '34_ABY', 'Cantonica_system', 'Atmosphere', 'City', 'Planet', 'Hyperspace_tracker', 'Suerton', 'Color', 'Canto_Bight_Police_Department', 'Ocean', 'Wermal', 'Rose_Tico', 'Mission_to_Canto_Bight', 'Cloddogran', 'Bufopel', 'Libertine', 'Xi%27Dec', 'The_galaxy', 'Desert', 'Galaxy', 'Fathier', 'Temiri_Blagg', 'Caskadag', 'BB-8', 'Dor_Namethian', 'Nebula', 'Cantonican', 'Outer_Rim_Territories', 'Human', 'Unidentified_tentacled_creature_(Cantonica)', 'Resistance', 'Finn', 'Master_Codebreaker', 'Canon', 'Corporate_Sector', 'Heptooinian', 'Unidentified_species_(Yasto_Attsmun)', 'First_Order', 'Unidentified_horse-like_species', 'Palandag', 'Sea_of_Cantonica', 'Chinar_tree', 'Ongidae', 'Capital', 'Resistance_War', 'DJ', 'Casino', 'Slicer', 'Yacht', 'Canto_Bight', 'Whippomorn']",0,0
Cargamalis,-1197.76,-12120.25,0.08734524545,24.58406119,383000194,Mid Rim,Bruanii Sector,K18,http://starwars.wikia.com/wiki/Cargamalis,1596.0,,https://starwars.fandom.com/wiki/Cargamalis,Cargamalis,False,{},"Cargamalis was a location in the galaxy. At some point prior to the Battle of Endor, Cargamalis was subjected to Street Wars, in which the human ""Happy"" Dapp and the Aqualish Bohento Splinth fought.
","['Battle_of_Endor', 'Human', 'Dapp', 'Aqualish', 'Bohento_Splinth', 'Canon', 'Cargamalis_Street_Wars', 'The_galaxy']",0,0
Carida,2275.48,889.16,0.08731060628,24.58600736,382999436,Colonies,,M9,http://starwars.wikia.com/wiki/Carida,228.0,,https://starwars.fandom.com/wiki/Carida,Carida,False,"{'Astrographical information': {'Region': 'Colonies', 'System': 'Carida system', 'Suns': '2', 'Grid coordinates': 'M-9'}, 'Physical information': {'Atmosphere': 'Breathable', 'Primary terrain': 'Mountains', 'Points of interest': ['Carida Academy', 'Imperial Navy Deepdock Facility Two', 'Valor']}, 'Societal information': {'Immigrated species': 'Human', 'Demonym': 'Caridan', 'Affiliation': ['Galactic Republic', 'Grand Army of the Republic', 'Galactic Empire', 'Imperial Academy']}}","Carida was a mountainous planet located in the Carida system within the Colonies region of the galaxy. During the Clone Wars, the Valor space station orbited the planet, while the era of the Galactic Empire saw Carida as home to an Imperial academy and a naval docking facility.
","['Meebur_Gascon', 'Venator-class_Star_Destroyer', 'Captain', 'Oxygen', 'Carida_system', 'D-Squad', 'Berch_Teller%27s_rebel_cell', 'Atmosphere', 'Galactic_Empire', 'Standard_Galactic_Grid', 'Planet', 'Wilhuff_Tarkin', 'Grand_Army_of_the_Republic', 'Carida_Academy', 'Galactic_Republic', 'The_galaxy', '14_BBY', 'Imperial_Academy', 'Moff', 'Fleet', 'Proclamation_of_the_New_Order', 'Valor_(space_station)', 'Rhydonium', 'Battle_of_Hoth', 'Secutor-class_Star_Destroyer', 'Colonies', 'Imperial_Navy_Deepdock_Facility_Two', 'Corvette', 'Escape_pod', 'Mountain', 'Human', 'Dodd_Rancit', 'Colonel', 'Republic_strategy_conference', 'Anakin_Skywalker', 'Tabor_Seitaron', 'Canon', 'Carrion_Spike', 'Droid', 'Verge', 'Everi_Chalis', 'Orbit', 'Conquest', 'Standard_year', 'Confederacy_of_Independent_Systems', 'Sith_Lord', 'Carida_incident', 'Clone_Wars', 'Imperial-class_Star_Destroyer', '19_BBY', 'Herald', 'Prelate', 'Vice_Admiral', 'Imperial_Era', 'Space_station']",1,0
Carlac,-1372.63,6209.62,0.08734698945,24.58680329,383000455,Outer Rim,Prefsbelt Sector,K5,http://starwars.wikia.com/wiki/Carlac,2120.0,,https://starwars.fandom.com/wiki/Carlac,Carlac,False,"{'Astrographical information': {'Region': 'Outer Rim Territories'}, 'Physical information': {'Atmosphere': 'Breathable', 'Climate': 'Cold', 'Primary terrain': ['Forests', 'Mountains', 'Snowy plains'], 'Points of interest': ['Carlac Death Watch camp', 'Ming Po town']}, 'Societal information': {'Native species': 'Ming Po', 'Major cities': 'Ming Po town', 'Affiliation': 'Death Watch '}}","Carlac was a peaceful, snow-covered planet in the Outer Rim Territories. A town inhabited by members of the Ming Po culture existed on the planet during the Clone Wars. However, that village was burned to the ground by the Death Watch, a radical Mandalorian terrorist group.
","['Lux_Bonteri', 'Ming_Po', 'Temperature', 'Atmosphere', 'Planet', 'Pre_Vizsla', 'Phoenix_(GX1_short_hauler)', 'Galactic_Republic', 'Mandalorian', 'Ahsoka_Tano', 'Sexes', 'R2-D2', 'Jedi', 'Mandalore', '20_BBY', 'Mountain', 'Outer_Rim_Territories', 'Ming_Po_town', 'Water', 'Human', 'Dooku', 'Canon', 'Carlac_Death_Watch_camp', 'Death_Watch', 'Standard_year', 'Confederacy_of_Independent_Systems', 'Count', 'Clone_Wars', 'Battle_on_Carlac', 'Chief', 'Padawan', 'Forest', 'Terrorist', 'Pieter']",0,0
Carsanza,90.03,-11978.48,0.08733240212,24.5840824,382999851,Mid Rim,Juvex Sector,L17,http://starwars.wikia.com/wiki/Carsanza,1673.0,,https://starwars.fandom.com/wiki/Carsanza,Carsanza,False,{},"Carsanza was the site of a skirmish prior to the Galactic Civil War. The Rebellion's tactics during the skirmish were later re-used—along with tactics from a skirmish at Nexator—during the pivotal Battle of Scarif.
","['Skirmish_at_Nexator', 'Alliance_to_Restore_the_Republic', 'Skirmish_at_Carsanza', 'Battle_of_Scarif', 'Galactic_Civil_War', 'Nexator', 'Canon']",0,1
Cartao,5653.61,2117.86,0.08727691567,24.58619117,383000397,Expansion Region,Prackla Sector,O8,http://starwars.wikia.com/wiki/Cartao,1163.0,,https://starwars.fandom.com/wiki/Cartao,Cartao,False,"{'Astrographical information': {'Region': 'Expansion Region'}, 'Physical information': {'Points of interest': 'Cartao Imperial facility'}, 'Societal information': {'Affiliation': 'Galactic Empire'}}","Cartao was a terrestrial body located in the Expansion Region upon which an Imperial facility was built. When a group of dissidents stole the Imperial corvette Carrion Spike from Moff Wilhuff Tarkin and used it to attack Galidraan Station in 14 BBY, Cartao and its Imperial facility were considered as potential targets for the ship-jackers. They, along with Lantillies and Ice Station Beta on Anteevy, were listed as theorized targets by Vice Admiral Dodd Rancit of Naval Intelligence when he was questioned on the situation by Galactic Emperor Sheev Palpatine.
","['Captain', 'Berch_Teller%27s_rebel_cell', 'Vifra', 'Galactic_Empire', 'Planet', 'Wilhuff_Tarkin', 'Hazram_Namir', 'Attack_on_Galidraan_Station', 'Battle_of_Cartao', 'Company', '14_BBY', 'Lantillies', 'Moff', 'Naval_Intelligence_Agency', 'Alliance_to_Restore_the_Republic', 'Proclamation_of_the_New_Order', 'Sexes', 'Standard_month', 'Starship', 'Mission_to_Murkhana', 'Cartao_Imperial_facility', 'Corvette', 'Dodd_Rancit', 'Galidraan_Station', 'Engineer', 'Canon', 'Carrion_Spike', 'Expansion_Region', 'Ice_Station_Beta', '61st_Mobile_Infantry', '3_ABY', 'Standard_year', 'Anteevy', 'Siege_of_Inyusu_Tor', 'Galactic_Civil_War', 'Clone_Wars', 'Darth_Sidious', '19_BBY', 'Mission_to_Mustafar', 'Vice_Admiral', 'Galactic_Emperor', 'Sullust']",0,0
Castell,2092.93,1203.82,0.08731242688,24.58605444,383000122,Colonies,,M9,http://starwars.wikia.com/wiki/Castell,220.0,,https://starwars.fandom.com/wiki/Castell,Castell,False,"{'Astrographical information': {'Region': 'Colonies', 'System': 'Castell system', 'Grid coordinates': 'M-9', 'Trade routes': 'Perlemian Trade Route'}, 'Societal information': {'Native species': 'Gossam', 'Immigrated species': 'Human', 'Government': 'Imperial Governor', 'Affiliation': ['Commerce Guild', 'Confederacy of Independent Systems', 'Galactic Republic', 'Galactic Empire']}}","Castell was a planet located in the Castell system of the Colonies, situated along the Perlemian Trade Route. The Commerce Guild had interests on Castell and their Presidente Shu Mai hailed from the planet. Castell sided with the Confederacy of Independent Systems during the Clone Wars during which it was defended by Diamond-class cruisers, Recusant-class Commerce Guild destroyers, as well as Commerce Guild Bombers and Commerce Guild corvettes. By the time of the Battle of Felucia during the Clone Wars final year, Castell had been captured by Republic forces. During the Galactic Civil War, it was a colony world of the Galactic Empire. It was ruled by its sector's Imperial Governor, Moff Ssaria.
","['Diamond-class_cruiser', 'Galactic_Empire', 'Standard_Galactic_Grid', 'Planet', 'Presidente', 'Galactic_Republic', 'Battle_of_Felucia_(Outer_Rim_Sieges)', 'Gossam', 'Commerce_Guild_corvette', 'Moff', 'Republic_Military', 'Perlemian_Trade_Route', 'Recusant-class_light_destroyer', 'Ssaria', 'Colonies', 'Commerce_Guild_bomber', 'Human', 'Canon', 'Time', 'Commerce_Guild', 'Standard_year', 'Confederacy_of_Independent_Systems', 'Governor', 'Clone_Wars', 'Galactic_Civil_War', 'Shu_Mai', 'Castell_system']",1,0
Cathar,3608.15,3645.48,0.08729731536,24.5864197,383000079,Expansion Region,Ploo Sector,N7,http://starwars.wikia.com/wiki/Cathar,1154.0,,https://starwars.fandom.com/wiki/Cathar,Cathar,False,{},"Cathar was the homeworld of Scape Loewig, a Force-sensitive child whose name was included in a memory crystal recovered by Jedi Chief Librarian Jocasta Nu following Order 66.
","['Jocasta_Nu', 'Order_66', 'Homeworld', 'Chief_Librarian', 'Memory_crystal', 'Force-sensitive', 'Canon', 'Jedi', 'Scape_Loewig']",0,1
Cathar,4268.69,5622.43,0.08729072769,24.58671545,382999766,Outer Rim,Quelii Sector,N6,http://starwars.wikia.com/wiki/Cathar,984.0,,https://starwars.fandom.com/wiki/Cathar,Cathar,False,{},"Cathar was the homeworld of Scape Loewig, a Force-sensitive child whose name was included in a memory crystal recovered by Jedi Chief Librarian Jocasta Nu following Order 66.
","['Jocasta_Nu', 'Order_66', 'Homeworld', 'Chief_Librarian', 'Memory_crystal', 'Force-sensitive', 'Canon', 'Jedi', 'Scape_Loewig']",0,1
Cato Neimoidia,3244.57,-2027.38,0.0873009414,24.58557106,383000287,Colonies,,N11,http://starwars.wikia.com/wiki/Cato_Neimoidia,261.0,,https://starwars.fandom.com/wiki/Cato_Neimoidia,Cato Neimoidia,False,"{'Astrographical information': {'Region': 'Colonies', 'Sector': 'Quellor sector', 'System': 'Cato Neimoidia system', 'Moons': 'At least 2', 'Grid coordinates': 'N-11'}, 'Physical information': {'Atmosphere': 'Breathable', 'Primary terrain': ['Acidic oceans', 'Canyons', 'Cliffs', 'Grasslands', 'Forests', 'Rock arches'], 'Points of interest': ['Bridge cities', 'Great Vaults of Cato Neimoidia', ""Reya's palace""]}, 'Societal information': {'Immigrated species': 'Neimoidian', 'Major cities': 'Tarko-se', 'Affiliation': ['Trade Federation', 'InterGalactic Banking Clan', 'Galactic Republic', 'Galactic Empire']}}","Cato Neimoidia was a planet in the Cato Neimoidia system, within the Quellor sector of the galaxy's Colonies region. It was a wealthy colony world of the Neimoidians and the base of operations for the Trade Federation. Much of the world was covered in a persistent fog, while the bridge cities of Cato Neimoidia were suspended above the planet's acidic ocean surface on bridges anchored on massive giant rock arches, upon which thrived forests and grasslands.
","['Rush_Clovis', 'Ringo_Vinda', 'Galactic_Republic', 'The_Gauntlet_(starship_race)', 'Proclamation_of_the_New_Order', 'Naboo', 'Neimoidian', 'Jedi', '20-T_Railcrawler_conveyex_transport', 'Dryden_Vos', 'Battle_of_Cato_Neimoidia', 'Standard_year', '10_BBY', 'Trade_Federation', 'Lucrehulk-class_LH-3210_cargo_freighter', 'Techno_Union', '19_BBY', 'Forest', 'Imperial_Era', 'Planet', 'Ringo_Vinda_space_station', 'CC-2224', 'Supreme_Chancellor', 'The_galaxy', 'Collector', 'Ahsoka_Tano', 'Grass', 'Republic_Intelligence', 'Vandor', 'Clone_Commander', 'Starfighter', 'Species', 'Clone_Wars', 'Neimoidia', 'Acid', 'Order_66', 'Standard_Galactic_Grid', 'Color', 'Senator', 'Grand_Army_of_the_Republic', 'Saleucami', 'Great_Vaults_of_Cato_Neimoidia', 'Reya%27s_palace', 'Purse-world', 'Matese', 'Direct_action_operative', 'Colonies', 'Padm%C3%A9_Amidala', 'Gas_giant', 'Quellor_sector', 'Anakin_Skywalker', 'Bridge_city', 'Eye', 'Geonosis_primary_droid_foundry', 'Baron', 'Atmosphere', 'Galactic_Empire', 'Obi-Wan_Kenobi', 'Coruscant', 'Ocean', 'Bombing_of_the_Jedi_Temple_hangar', 'Plo_Koon', 'Battle_of_Yavin', 'Sexes', 'Crime_lord', 'Mission_to_Cato_Neimoidia', 'Cybernetics', 'InterGalactic_Banking_Clan', 'Tarko-se', 'Jedi_General', 'Jedi_Master', 'Cato_Neimoidia_system', 'Defense_of_Cato_Neimoidia', 'Lott_Dod', 'Canon', 'Veteran_Services', 'Mygeeto', 'Confederacy_of_Independent_Systems', 'Darth_Sidious']",0,0
Celanon,5536.17,5834.47,0.08727808691,24.58674717,383000422,Outer Rim,D'Astan Sector,O6,http://starwars.wikia.com/wiki/Celanon,638.0,,https://starwars.fandom.com/wiki/Celanon,Celanon,False,"{'Astrographical information': {'Region': 'Outer Rim Territories', 'Grid coordinates': 'O-6', 'Trade routes': 'Hydian Way'}}","Celanon was an astronomical object located in the galaxy's Outer Rim Territories, situated along the Hydian Way which connected it to Junction and Botajef. It was home to the Astarte line. The Dressellian smuggler Has Obitt was arrested on Celanon for blockade running, but was bailed out by the Galactic Republic.
","['Feriae_Junction', 'Blockade', 'Outer_Rim_Territories', 'Smuggler', 'Standard_Galactic_Grid', 'Cylo', 'Astarte_line', 'Has_Obitt', 'Hydian_Way', 'Dressellian', 'Canon', 'Botajef', 'Galactic_Republic', 'The_galaxy']",0,0
Celegia,5818.14,-997.39,0.08727527478,24.58572514,382999619,Expansion Region,Noori Sector,O10,http://starwars.wikia.com/wiki/Celegia,1121.0,,https://starwars.fandom.com/wiki/Celegia,Celegia,False,"{'Astrographical information': {'Region': 'Expansion Region', 'Grid coordinates': 'O-10'}}","Celegia was an astronomical object located in the galaxy's Expansion Region.
","['Expansion_Region', 'Standard_Galactic_Grid', 'Canon', 'The_galaxy']",0,0
Centares,9579.76,3980.44,0.08723775956,24.58646981,382999475,Mid Rim,Maldrood Sector,R7,http://starwars.wikia.com/wiki/Centares,1826.0,,https://starwars.fandom.com/wiki/Centares,Centares,False,"{'Astrographical information': {'Region': 'Mid Rim', 'Grid coordinates': 'R-7', 'Trade routes': 'Perlemian Trade Route'}, 'Societal information': {'Affiliation': 'Galactic Empire'}}","Centares was an astronomical object located in the galaxy's Mid Rim on the Perlemian Trade Route. Imperial capital ships were re-deployed from Centares in order to try and protect targets that the stolen Imperial corvette Carrion Spike might attack. Moff Wilhuff Tarkin, owner of the corvette, was informed of these re-deployments by the captain of the Star Destroyer Liberator.
","['Corvette', 'Moff', 'Captain', 'Perlemian_Trade_Route', 'Galactic_Empire', 'Standard_Galactic_Grid', 'Wilhuff_Tarkin', 'Liberator_(Venator-class)', 'Canon', 'Carrion_Spike', 'Mid_Rim', 'Capital_ship', 'Star_Destroyer', 'Mission_to_Murkhana', 'The_galaxy']",0,0
